绊按锅龋,己喊,楷飞措,芭林瘤开,item_7,item_8,item_9,item_10,item_11,item_12,给嘎冕俺岿荐,给嘎冕酒捞袍俺荐,,,,7,8,9,10,11,12
5830,M,40技~44技,540,3,2,2,3,1,1,0,6,,,,,,,,,
5838,F,40技~44技,210,2,2,2,2,2,2,0,6,,,,,,,,,
5840,M,40技~44技,210,2,2,2,2,2,2,0,6,,,,,,,,,
5842,F,40技~44技,440,2,3,2,1,1,3,0,6,,,,,,,,,
5845,F,40技~44技,100,2,2,3,1,2,2,0,6,,,,,,,,,
5863,F,40技~44技,60,3,1,2,1,2,3,0,6,,,,,,,,,
5865,F,40技~44技,100,2,1,2,3,2,2,0,6,,,,,,,,,
5867,F,40技~44技,570,2,2,2,2,2,2,0,6,,,,,,,,,
5871,F,40技~44技,210,1,1,2,3,3,2,0,6,,,,,,,,,
5884,F,40技~44技,100,3,2,1,2,2,2,0,6,,,,,,,,,
5887,F,40技~44技,55,2,2,2,2,3,1,0,6,,,,,,,,,
5892,F,40技~44技,24,2,3,2,2,1,2,0,6,,,,,,,,,
5906,F,40技~44技,240,2,2,2,2,2,2,0,6,,,,,,,,,
5909,F,40技~44技,55,2,3,2,1,1,3,0,6,,,,,,,,,
5914,F,40技~44技,100,3,2,2,2,1,2,0,6,,,,,,,,,
5915,F,40技~44技,460,2,3,2,1,2,2,0,6,,,,,,,,,
5932,F,40技~44技,100,2,2,1,2,3,2,0,6,,,,,,,,,
5998,F,40技~44技,270,3,2,2,2,1,2,0,6,,,,,,,,,
5999,F,40技~44技,100,2,2,3,2,2,1,0,6,,,,,,,,,
6000,F,40技~44技,60,2,2,1,3,2,2,0,6,,,,,,,,,
6012,F,40技~44技,69,2,3,1,2,2,2,0,6,,,,,,,,,
6015,F,40技~44技,52,3,1,2,2,2,2,0,6,,,,,,,,,
6019,F,40技~44技,39,1,2,2,3,1,3,0,6,,,,,,,,,
6022,F,40技~44技,55,1,2,3,2,2,2,0,6,,,,,,,,,
6032,F,40技~44技,360,2,2,2,2,2,2,0,6,,,,,,,,,
6034,M,40技~44技,100,3,2,3,2,1,1,0,6,,,,,,,,,
6035,M,40技~44技,460,1,2,1,3,3,2,0,6,,,,,,,,,
6043,F,40技~44技,210,1,2,3,2,2,2,0,6,,,,,,,,,
6055,F,40技~44技,100,1,3,2,2,2,2,0,6,,,,,,,,,
6089,F,40技~44技,55,1,2,2,3,2,2,0,6,,,,,,,,,
6097,F,40技~44技,16,3,2,1,1,2,3,0,6,,,,,,,,,
6134,F,40技~44技,60,1,2,3,3,1,2,0,6,,,,,,,,,
6135,F,40技~44技,210,2,2,2,2,2,2,0,6,,,,,,,,,
6144,F,40技~44技,39,3,1,3,1,1,3,0,6,,,,,,,,,
6145,M,40技~44技,340,2,2,2,2,2,2,0,6,,,,,,,,,
6153,F,40技~44技,16,2,2,2,2,2,2,0,6,,,,,,,,,
6160,F,40技~44技,47,2,1,2,2,3,2,0,6,,,,,,,,,
6161,F,40技~44技,500,2,3,2,2,2,1,0,6,,,,,,,,,
6168,F,40技~44技,500,1,1,3,3,2,2,0,6,,,,,,,,,
6176,F,40技~44技,30,2,2,2,2,3,1,0,6,,,,,,,,,
6188,F,40技~44技,270,2,2,2,2,2,2,0,6,,,,,,,,,
6204,F,40技~44技,570,3,2,2,1,2,2,0,6,,,,,,,,,
6213,F,40技~44技,500,2,2,2,2,2,2,0,6,,,,,,,,,
6274,F,40技~44技,340,2,2,1,3,2,2,0,6,,,,,,,,,
6281,M,40技~44技,49,2,1,2,2,2,3,0,6,,,,,,,,,
6282,F,40技~44技,100,1,2,3,3,2,1,0,6,,,,,,,,,
6320,F,40技~44技,55,2,2,2,2,2,2,0,6,,,,,,,,,
6321,F,40技~44技,100,3,1,1,2,3,2,0,6,,,,,,,,,
6361,F,40技~44技,55,2,2,2,2,2,2,0,6,,,,,,,,,
6366,F,40技~44技,540,3,3,2,2,1,1,0,6,,,,,,,,,
6408,F,40技~44技,500,2,2,2,2,1,3,0,6,,,,,,,,,
6419,F,40技~44技,16,2,2,2,1,2,3,0,6,,,,,,,,,
6423,F,40技~44技,100,3,2,2,1,1,3,0,6,,,,,,,,,
6446,F,40技~44技,460,2,2,3,1,3,1,0,6,,,,,,,,,
6451,F,40技~44技,270,1,2,3,1,2,3,0,6,,,,,,,,,
6459,F,40技~44技,210,2,3,1,2,3,1,0,6,,,,,,,,,
6460,F,40技~44技,100,1,1,2,3,3,2,0,6,,,,,,,,,
6461,F,40技~44技,55,1,2,2,3,2,2,0,6,,,,,,,,,
6466,F,40技~44技,55,2,2,2,2,2,2,0,6,,,,,,,,,
6474,F,40技~44技,210,2,2,2,2,2,2,0,6,,,,,,,,,
6479,F,40技~44技,100,2,2,2,2,2,2,0,6,,,,,,,,,
6527,F,40技~44技,360,2,2,2,2,2,2,0,6,,,,,,,,,
6534,F,40技~44技,100,3,1,2,2,3,1,0,6,,,,,,,,,
6535,F,40技~44技,540,1,1,2,2,3,3,0,6,,,,,,,,,
6548,F,40技~44技,410,1,2,3,2,2,2,0,6,,,,,,,,,
6558,F,40技~44技,16,2,2,2,2,2,2,0,6,,,,,,,,,
6571,F,40技~44技,460,2,2,2,2,2,2,0,6,,,,,,,,,
6575,F,40技~44技,540,2,3,3,2,1,1,0,6,,,,,,,,,
6587,F,40技~44技,36,2,2,2,2,2,2,0,6,,,,,,,,,
6602,F,40技~44技,310,2,2,2,2,2,2,0,6,,,,,,,,,
6630,F,40技~44技,100,2,2,2,1,3,2,0,6,,,,,,,,,
6673,F,40技~44技,100,2,1,2,3,2,2,0,6,,,,,,,,,
6706,M,40技~44技,100,2,3,1,2,1,3,0,6,,,,,,,,,
6715,F,40技~44技,100,3,2,1,2,1,3,0,6,,,,,,,,,
6724,F,40技~44技,460,3,3,2,1,1,2,0,6,,,,,,,,,
6727,F,40技~44技,47,2,1,3,2,2,2,0,6,,,,,,,,,
6740,M,40技~44技,39,1,3,2,2,2,2,0,6,,,,,,,,,
6742,F,40技~44技,100,2,2,2,2,2,2,0,6,,,,,,,,,
6755,F,40技~44技,16,3,3,2,1,1,2,0,6,,,,,,,,,
6756,F,40技~44技,100,3,2,1,1,3,2,0,6,,,,,,,,,
6764,F,40技~44技,55,1,2,3,2,3,1,0,6,,,,,,,,,
6775,F,40技~44技,100,2,2,2,2,2,2,0,6,,,,,,,,,
6777,F,40技~44技,210,2,2,2,2,2,2,0,6,,,,,,,,,
6792,F,40技~44技,100,2,1,1,2,3,3,0,6,,,,,,,,,
6794,F,40技~44技,55,2,2,2,2,2,2,0,6,,,,,,,,,
6808,F,40技~44技,100,2,2,1,2,3,2,0,6,,,,,,,,,
6813,F,40技~44技,13,3,1,3,2,2,1,0,6,,,,,,,,,
6843,M,40技~44技,610,2,2,2,2,2,2,0,6,,,,,,,,,
6846,F,40技~44技,460,2,2,1,3,2,2,0,6,,,,,,,,,
6849,M,40技~44技,270,2,2,2,1,2,3,0,6,,,,,,,,,
6871,F,40技~44技,460,2,2,2,2,2,2,0,6,,,,,,,,,
6913,F,40技~44技,87,2,3,2,2,1,2,0,6,,,,,,,,,
6926,F,40技~44技,460,2,2,2,2,2,2,0,6,,,,,,,,,
6946,F,40技~44技,100,2,2,2,1,2,3,0,6,,,,,,,,,
6948,F,40技~44技,55,2,1,1,3,2,3,0,6,,,,,,,,,
6950,F,40技~44技,100,1,2,2,2,2,3,0,6,,,,,,,,,
6951,M,40技~44技,100,3,1,2,2,2,2,0,6,,,,,,,,,
6959,F,40技~44技,460,2,2,2,2,2,2,0,6,,,,,,,,,
6962,F,40技~44技,460,3,3,1,2,1,2,0,6,,,,,,,,,
6983,F,40技~44技,460,2,3,2,1,2,2,0,6,,,,,,,,,
6993,M,40技~44技,100,3,2,2,2,1,2,0,6,,,,,,,,,
6994,M,40技~44技,610,3,1,2,3,2,1,0,6,,,,,,,,,
7006,F,40技~44技,72,2,2,2,2,2,2,0,6,,,,,,,,,
7009,F,40技~44技,100,2,1,3,1,2,3,0,6,,,,,,,,,
7079,F,40技~44技,55,2,2,2,2,2,2,0,6,,,,,,,,,
7089,F,40技~44技,460,2,2,2,1,2,3,0,6,,,,,,,,,
7099,F,40技~44技,100,1,2,2,2,3,2,0,6,,,,,,,,,
7100,F,40技~44技,55,2,3,2,2,1,2,0,6,,,,,,,,,
7124,F,40技~44技,100,3,2,1,2,2,2,0,6,,,,,,,,,
7134,F,40技~44技,460,2,3,1,2,2,2,0,6,,,,,,,,,
7135,F,40技~44技,60,2,2,3,2,1,2,0,6,,,,,,,,,
7147,M,40技~44技,500,3,2,1,2,1,3,0,6,,,,,,,,,
7153,F,40技~44技,460,3,2,1,2,2,2,0,6,,,,,,,,,
7169,F,40技~44技,16,1,2,3,3,1,2,0,6,,,,,,,,,
7170,M,40技~44技,27,2,2,2,2,2,2,0,6,,,,,,,,,
7185,F,40技~44技,24,2,2,2,2,2,2,0,6,,,,,,,,,
7189,F,40技~44技,460,2,2,2,2,3,1,0,6,,,,,,,,,
7198,F,40技~44技,100,2,3,2,2,1,2,0,6,,,,,,,,,
7211,F,40技~44技,55,1,3,3,2,1,2,0,6,,,,,,,,,
7212,F,40技~44技,100,1,1,1,3,3,3,0,6,,,,,,,,,
7217,F,40技~44技,460,1,3,2,3,2,1,0,6,,,,,,,,,
7222,F,40技~44技,100,3,1,1,2,2,3,0,6,,,,,,,,,
7236,F,40技~44技,100,1,2,1,2,3,3,0,6,,,,,,,,,
7241,F,40技~44技,60,2,3,1,1,2,3,0,6,,,,,,,,,
7244,F,40技~44技,100,2,1,2,1,3,3,0,6,,,,,,,,,
7251,M,40技~44技,100,1,3,2,2,2,2,0,6,,,,,,,,,
7260,F,40技~44技,100,3,1,2,1,2,3,0,6,,,,,,,,,
7261,F,40技~44技,100,2,2,2,2,2,2,0,6,,,,,,,,,
7264,F,40技~44技,540,1,2,2,2,2,3,0,6,,,,,,,,,
7282,F,40技~44技,500,2,2,2,2,1,3,0,6,,,,,,,,,
7298,F,40技~44技,16,2,2,1,3,2,2,0,6,,,,,,,,,
7301,F,40技~44技,100,2,2,2,2,2,2,0,6,,,,,,,,,
7314,M,40技~44技,270,1,1,2,2,3,3,0,6,,,,,,,,,
7329,M,40技~44技,100,2,2,1,2,2,3,0,6,,,,,,,,,
7343,F,40技~44技,55,2,2,2,2,2,2,0,6,,,,,,,,,
7393,M,40技~44技,610,2,2,3,2,2,1,0,6,,,,,,,,,
7399,M,40技~44技,100,2,2,2,2,2,2,0,6,,,,,,,,,
7441,F,40技~44技,500,2,2,2,1,2,3,0,6,,,,,,,,,
7442,F,40技~44技,100,3,2,2,1,2,2,0,6,,,,,,,,,
7449,F,40技~44技,100,2,3,3,2,1,1,0,6,,,,,,,,,
7463,F,40技~44技,340,2,2,2,2,2,2,0,6,,,,,,,,,
7469,F,40技~44技,210,3,1,2,2,2,2,0,6,,,,,,,,,
7481,M,40技~44技,16,2,1,1,2,3,3,0,6,,,,,,,,,
7487,F,40技~44技,210,2,2,2,1,3,2,0,6,,,,,,,,,
7500,F,40技~44技,460,3,2,2,1,3,1,0,6,,,,,,,,,
7511,M,40技~44技,460,1,1,3,2,2,3,0,6,,,,,,,,,
7522,F,40技~44技,16,3,1,3,3,1,1,0,6,,,,,,,,,
7526,F,40技~44技,100,3,2,3,1,2,1,0,6,,,,,,,,,
7557,F,40技~44技,300,3,2,2,1,3,1,0,6,,,,,,,,,
7582,F,40技~44技,100,2,3,1,2,2,2,0,6,,,,,,,,,
7594,F,40技~44技,540,2,1,2,2,3,2,0,6,,,,,,,,,
7604,F,40技~44技,60,2,2,2,2,2,2,0,6,,,,,,,,,
7614,F,40技~44技,55,2,2,2,2,2,2,0,6,,,,,,,,,
7625,F,40技~44技,100,2,3,2,2,1,2,0,6,,,,,,,,,
7644,F,40技~44技,210,2,2,1,2,2,3,0,6,,,,,,,,,
7671,F,40技~44技,340,2,1,2,3,2,2,0,6,,,,,,,,,
7673,M,40技~44技,100,2,2,2,2,2,2,0,6,,,,,,,,,
7682,F,40技~44技,100,3,3,3,1,1,1,0,6,,,,,,,,,
7691,F,40技~44技,210,1,1,3,3,1,3,0,6,,,,,,,,,
7722,M,40技~44技,100,3,1,2,2,3,1,0,6,,,,,,,,,
7725,F,40技~44技,100,3,1,1,2,2,3,0,6,,,,,,,,,
7735,F,40技~44技,460,2,2,2,2,2,2,0,6,,,,,,,,,
7746,F,40技~44技,460,1,2,2,2,3,2,0,6,,,,,,,,,
7771,F,40技~44技,460,3,2,2,2,2,1,0,6,,,,,,,,,
7789,F,40技~44技,460,2,1,2,2,3,2,0,6,,,,,,,,,
7801,M,40技~44技,69,2,2,3,1,3,1,0,6,,,,,,,,,
7825,F,40技~44技,100,1,1,2,3,2,3,0,6,,,,,,,,,
7848,M,35技~39技,210,2,2,1,2,2,3,0,6,,,,,,,,,
7883,F,35技~39技,16,1,3,1,2,2,3,0,6,,,,,,,,,
7888,F,35技~39技,440,2,2,2,2,2,2,0,6,,,,,,,,,
7907,F,35技~39技,340,1,1,2,2,3,3,0,6,,,,,,,,,
7908,F,35技~39技,79,3,2,3,1,2,1,0,6,,,,,,,,,
7911,F,35技~39技,55,2,3,2,2,1,2,0,6,,,,,,,,,
7913,F,35技~39技,100,1,2,2,2,3,2,0,6,,,,,,,,,
7917,F,35技~39技,65,2,2,2,1,3,2,0,6,,,,,,,,,
7919,F,35技~39技,16,2,3,2,2,2,1,0,6,,,,,,,,,
7942,F,35技~39技,100,2,2,2,3,1,2,0,6,,,,,,,,,
7967,F,35技~39技,500,2,2,3,2,2,1,0,6,,,,,,,,,
7998,F,35技~39技,55,2,2,2,2,2,2,0,6,,,,,,,,,
7999,F,35技~39技,100,2,2,2,2,2,2,0,6,,,,,,,,,
8000,F,35技~39技,100,2,3,1,2,2,2,0,6,,,,,,,,,
8003,M,35技~39技,360,2,3,3,1,2,1,0,6,,,,,,,,,
8013,F,35技~39技,460,3,1,3,1,2,2,0,6,,,,,,,,,
8016,F,35技~39技,100,2,2,2,2,2,2,0,6,,,,,,,,,
8036,F,35技~39技,100,2,1,2,2,2,3,0,6,,,,,,,,,
8059,F,35技~39技,610,3,2,2,1,2,2,0,6,,,,,,,,,
8060,M,35技~39技,49,1,2,3,2,2,2,0,6,,,,,,,,,
8075,F,35技~39技,47,2,2,2,2,2,2,0,6,,,,,,,,,
8099,F,35技~39技,500,2,3,2,2,1,2,0,6,,,,,,,,,
8100,F,35技~39技,460,2,2,1,1,3,3,0,6,,,,,,,,,
8126,F,35技~39技,540,2,2,2,2,2,2,0,6,,,,,,,,,
8132,M,35技~39技,210,1,2,3,2,3,1,0,6,,,,,,,,,
8144,F,35技~39技,49,2,2,2,2,2,2,0,6,,,,,,,,,
8150,F,35技~39技,55,2,2,1,2,3,2,0,6,,,,,,,,,
8195,F,35技~39技,360,3,2,1,2,2,2,0,6,,,,,,,,,
8200,F,35技~39技,460,2,1,2,3,2,2,0,6,,,,,,,,,
8202,F,35技~39技,100,1,1,1,3,3,3,0,6,,,,,,,,,
8207,F,35技~39技,100,1,1,2,2,3,3,0,6,,,,,,,,,
8209,F,35技~39技,24,2,1,2,3,2,2,0,6,,,,,,,,,
8244,F,35技~39技,49,3,1,2,3,1,2,0,6,,,,,,,,,
8248,F,35技~39技,100,1,1,3,3,1,3,0,6,,,,,,,,,
8260,M,35技~39技,500,2,2,3,2,2,1,0,6,,,,,,,,,
8264,M,35技~39技,440,1,3,2,3,2,1,0,6,,,,,,,,,
8280,F,35技~39技,500,2,2,2,2,2,2,0,6,,,,,,,,,
8332,F,35技~39技,100,2,2,2,2,2,2,0,6,,,,,,,,,
8346,F,35技~39技,460,3,2,3,2,1,1,0,6,,,,,,,,,
8367,F,35技~39技,540,2,2,2,2,2,2,0,6,,,,,,,,,
8401,F,35技~39技,100,2,2,1,1,3,3,0,6,,,,,,,,,
8407,M,35技~39技,460,2,2,2,2,2,2,0,6,,,,,,,,,
8437,F,35技~39技,100,2,3,2,1,2,2,0,6,,,,,,,,,
8452,M,35技~39技,540,2,1,2,2,2,3,0,6,,,,,,,,,
8470,F,35技~39技,100,1,1,3,2,2,3,0,6,,,,,,,,,
8497,F,35技~39技,460,2,1,1,2,3,3,0,6,,,,,,,,,
8498,M,35技~39技,100,3,3,3,1,1,1,0,6,,,,,,,,,
8515,F,35技~39技,410,3,3,1,1,2,2,0,6,,,,,,,,,
8529,M,35技~39技,310,2,1,2,1,3,3,0,6,,,,,,,,,
8535,F,35技~39技,610,3,2,1,2,1,3,0,6,,,,,,,,,
8539,F,35技~39技,500,1,1,2,3,2,3,0,6,,,,,,,,,
8547,F,35技~39技,410,2,2,2,2,2,2,0,6,,,,,,,,,
8566,F,35技~39技,270,2,2,2,2,2,2,0,6,,,,,,,,,
8576,F,35技~39技,460,2,2,2,2,2,2,0,6,,,,,,,,,
8582,F,35技~39技,100,3,2,1,2,2,2,0,6,,,,,,,,,
8586,F,35技~39技,610,2,2,2,2,2,2,0,6,,,,,,,,,
8594,F,35技~39技,460,2,2,2,2,2,2,0,6,,,,,,,,,
8597,F,35技~39技,240,2,1,3,2,3,1,0,6,,,,,,,,,
8603,F,35技~39技,460,2,2,1,2,2,3,0,6,,,,,,,,,
8618,F,35技~39技,49,2,2,1,1,3,3,0,6,,,,,,,,,
8623,F,35技~39技,460,3,2,1,2,3,1,0,6,,,,,,,,,
8631,F,35技~39技,24,1,1,1,3,3,3,0,6,,,,,,,,,
8632,F,35技~39技,460,2,2,2,2,2,2,0,6,,,,,,,,,
8674,F,35技~39技,240,2,2,2,2,2,2,0,6,,,,,,,,,
8702,F,35技~39技,100,2,2,2,2,2,2,0,6,,,,,,,,,
8716,F,35技~39技,210,2,1,3,2,1,3,0,6,,,,,,,,,
8732,F,35技~39技,100,2,3,2,2,2,1,0,6,,,,,,,,,
8742,F,35技~39技,570,3,2,1,2,2,2,0,6,,,,,,,,,
8784,F,35技~39技,55,2,2,2,2,2,2,0,6,,,,,,,,,
8789,M,35技~39技,49,2,1,1,3,3,2,0,6,,,,,,,,,
8799,F,35技~39技,16,2,1,2,3,2,2,0,6,,,,,,,,,
8806,F,35技~39技,460,2,2,3,2,1,2,0,6,,,,,,,,,
8820,M,35技~39技,270,2,2,2,2,2,2,0,6,,,,,,,,,
8831,F,35技~39技,24,3,2,2,2,1,2,0,6,,,,,,,,,
8854,M,35技~39技,210,2,3,1,1,2,3,0,6,,,,,,,,,
8858,F,35技~39技,610,3,2,2,2,1,2,0,6,,,,,,,,,
8859,F,35技~39技,69,2,3,2,1,2,2,0,6,,,,,,,,,
8862,F,35技~39技,410,1,1,2,3,2,3,0,6,,,,,,,,,
8884,F,35技~39技,10,3,1,1,1,3,3,0,6,,,,,,,,,
8924,F,35技~39技,100,1,2,3,3,2,1,0,6,,,,,,,,,
8949,F,35技~39技,570,2,2,2,2,2,2,0,6,,,,,,,,,
8956,F,35技~39技,500,2,2,1,2,2,3,0,6,,,,,,,,,
8970,F,35技~39技,460,2,3,1,1,2,3,0,6,,,,,,,,,
9014,F,35技~39技,210,2,2,2,2,2,2,0,6,,,,,,,,,
9017,F,35技~39技,55,2,2,2,2,2,2,0,6,,,,,,,,,
9030,M,35技~39技,460,2,2,2,3,2,1,0,6,,,,,,,,,
9037,F,35技~39技,100,2,2,2,2,2,2,0,6,,,,,,,,,
9039,F,35技~39技,460,1,1,2,2,3,3,0,6,,,,,,,,,
9049,F,35技~39技,460,1,3,1,2,2,3,0,6,,,,,,,,,
9052,F,35技~39技,55,3,2,1,3,1,2,0,6,,,,,,,,,
9070,F,35技~39技,16,2,3,1,2,3,1,0,6,,,,,,,,,
9082,F,35技~39技,500,2,2,2,2,2,2,0,6,,,,,,,,,
9088,F,35技~39技,16,2,1,3,2,2,2,0,6,,,,,,,,,
9096,F,35技~39技,49,1,1,2,3,3,2,0,6,,,,,,,,,
9102,F,35技~39技,100,2,2,2,2,2,2,0,6,,,,,,,,,
9107,F,35技~39技,460,1,3,2,2,2,2,0,6,,,,,,,,,
9152,F,35技~39技,210,2,2,2,2,2,2,0,6,,,,,,,,,
9173,F,35技~39技,460,3,1,1,2,3,2,0,6,,,,,,,,,
9174,F,35技~39技,100,2,2,2,2,2,2,0,6,,,,,,,,,
9181,F,35技~39技,460,3,2,3,1,1,2,0,6,,,,,,,,,
9182,F,35技~39技,500,2,2,3,2,2,1,0,6,,,,,,,,,
9190,F,35技~39技,55,2,3,2,1,2,2,0,6,,,,,,,,,
9191,F,35技~39技,500,2,2,2,2,2,2,0,6,,,,,,,,,
9199,F,35技~39技,10,1,2,2,2,3,2,0,6,,,,,,,,,
9205,F,35技~39技,55,2,1,2,1,3,3,0,6,,,,,,,,,
9234,F,35技~39技,100,3,3,2,1,2,1,0,6,,,,,,,,,
9246,F,35技~39技,610,3,1,2,1,2,3,0,6,,,,,,,,,
9254,F,35技~39技,540,2,2,2,2,2,2,0,6,,,,,,,,,
9264,M,35技~39技,100,2,2,2,2,2,2,0,6,,,,,,,,,
9277,F,35技~39技,460,1,1,3,3,2,2,0,6,,,,,,,,,
9280,F,35技~39技,460,3,1,2,2,2,2,0,6,,,,,,,,,
9284,F,35技~39技,100,1,2,1,3,2,3,0,6,,,,,,,,,
9288,F,35技~39技,210,1,3,2,2,2,2,0,6,,,,,,,,,
9312,F,30技~34技,100,3,1,3,2,1,2,0,6,,,,,,,,,
9313,F,30技~34技,460,2,2,2,2,3,1,0,6,,,,,,,,,
9353,F,30技~34技,460,1,2,2,2,2,3,0,6,,,,,,,,,
9357,F,30技~34技,540,2,3,1,2,3,1,0,6,,,,,,,,,
9375,F,30技~34技,340,1,2,1,3,2,3,0,6,,,,,,,,,
9415,M,30技~34技,27,2,2,1,2,3,2,0,6,,,,,,,,,
9428,F,30技~34技,13,2,3,3,1,2,1,0,6,,,,,,,,,
9431,F,30技~34技,460,3,2,2,1,2,2,0,6,,,,,,,,,
9437,F,30技~34技,360,2,1,2,3,2,2,0,6,,,,,,,,,
9444,F,30技~34技,30,2,3,2,2,1,2,0,6,,,,,,,,,
9454,F,30技~34技,540,2,1,2,3,3,1,0,6,,,,,,,,,
9462,F,30技~34技,47,2,2,2,1,3,2,0,6,,,,,,,,,
9465,F,30技~34技,540,2,2,2,2,2,2,0,6,,,,,,,,,
9488,F,30技~34技,210,2,2,2,2,2,2,0,6,,,,,,,,,
9507,F,30技~34技,210,2,2,2,2,3,1,0,6,,,,,,,,,
9515,F,30技~34技,460,2,2,1,3,2,2,0,6,,,,,,,,,
9531,F,30技~34技,100,3,3,3,1,1,1,0,6,,,,,,,,,
9549,M,30技~34技,500,1,2,3,1,2,3,0,6,,,,,,,,,
9553,M,30技~34技,69,2,2,2,2,2,2,0,6,,,,,,,,,
9567,F,30技~34技,100,2,2,2,1,3,2,0,6,,,,,,,,,
9587,F,30技~34技,240,2,2,2,2,2,2,0,6,,,,,,,,,
9590,F,30技~34技,100,1,2,3,1,3,2,0,6,,,,,,,,,
9591,F,30技~34技,210,2,3,2,2,1,2,0,6,,,,,,,,,
9601,F,30技~34技,210,2,2,2,2,2,2,0,6,,,,,,,,,
9653,F,30技~34技,55,2,2,2,2,2,2,0,6,,,,,,,,,
9664,M,30技~34技,460,2,2,2,2,2,2,0,6,,,,,,,,,
9667,F,30技~34技,500,2,2,2,2,1,3,0,6,,,,,,,,,
9668,F,30技~34技,210,1,3,3,2,2,1,0,6,,,,,,,,,
9688,F,30技~34技,100,3,3,2,1,1,2,0,6,,,,,,,,,
9715,F,30技~34技,460,3,2,3,2,1,1,0,6,,,,,,,,,
9718,F,30技~34技,460,2,1,2,2,2,3,0,6,,,,,,,,,
9727,F,30技~34技,460,2,2,3,2,2,1,0,6,,,,,,,,,
9732,M,30技~34技,500,2,2,2,1,2,3,0,6,,,,,,,,,
9733,F,30技~34技,500,2,2,2,2,2,2,0,6,,,,,,,,,
9742,F,30技~34技,210,2,3,3,1,1,2,0,6,,,,,,,,,
9773,F,30技~34技,72,2,3,3,1,1,2,0,6,,,,,,,,,
9781,M,30技~34技,100,2,2,2,2,2,2,0,6,,,,,,,,,
9803,F,30技~34技,610,2,2,2,2,2,2,0,6,,,,,,,,,
9804,F,30技~34技,55,2,2,2,1,2,3,0,6,,,,,,,,,
9828,F,30技~34技,13,2,1,2,2,2,3,0,6,,,,,,,,,
9842,F,30技~34技,100,2,2,2,1,3,2,0,6,,,,,,,,,
9854,F,25技~29技,410,1,1,2,2,3,3,0,6,,,,,,,,,
9855,M,25技~29技,87,2,3,3,1,2,1,0,6,,,,,,,,,
9857,F,25技~29技,100,3,2,2,1,1,3,0,6,,,,,,,,,
9862,F,25技~29技,52,2,2,2,2,2,2,0,6,,,,,,,,,
9873,F,25技~29技,100,2,1,1,2,3,3,0,6,,,,,,,,,
9878,F,25技~29技,100,2,2,2,2,1,3,0,6,,,,,,,,,
9893,F,25技~29技,100,1,1,1,3,3,3,0,6,,,,,,,,,
9908,F,25技~29技,85,2,1,2,3,2,2,0,6,,,,,,,,,
9916,F,50技~54技,16,2,2,2,2,2,2,0,6,,,,,,,,,
9939,M,30技~34技,410,2,1,2,2,2,3,0,6,,,,,,,,,
9957,F,50技~54技,100,2,2,1,2,3,2,0,6,,,,,,,,,
9960,F,45技~49技,100,1,2,3,2,3,1,0,6,,,,,,,,,
9965,F,45技~49技,210,2,2,2,2,2,2,0,6,,,,,,,,,
9977,F,50技~54技,500,2,2,2,2,2,2,0,6,,,,,,,,,
9980,F,45技~49技,100,2,2,1,2,2,3,0,6,,,,,,,,,
9985,F,45技~49技,100,2,2,2,2,2,2,0,6,,,,,,,,,
9989,F,40技~44技,570,2,2,3,2,1,2,0,6,,,,,,,,,
9991,F,40技~44技,100,2,2,2,2,2,2,0,6,,,,,,,,,
9999,F,45技~49技,460,2,2,1,2,3,2,0,6,,,,,,,,,
10010,F,40技~44技,55,3,2,1,1,2,3,0,6,,,,,,,,,
10022,F,50技~54技,24,1,2,2,2,2,3,0,6,,,,,,,,,
10035,F,45技~49技,100,2,2,2,2,1,3,0,6,,,,,,,,,
10058,F,30技~34技,100,3,2,3,1,1,2,0,6,,,,,,,,,
10064,F,45技~49技,55,2,2,2,2,1,3,0,6,,,,,,,,,
10084,F,55技~59技,100,3,1,1,1,3,3,0,6,,,,,,,,,
10088,F,50技~54技,270,2,2,2,2,2,2,0,6,,,,,,,,,
10094,F,40技~44技,310,2,2,2,1,2,3,0,6,,,,,,,,,
10096,F,45技~49技,100,2,2,2,2,1,3,0,6,,,,,,,,,
10113,M,60技捞惑,100,2,2,2,2,2,2,0,6,,,,,,,,,
10126,F,60技捞惑,210,1,2,3,3,1,2,0,6,,,,,,,,,
10136,F,55技~59技,340,2,2,1,3,3,1,0,6,,,,,,,,,
10142,F,40技~44技,100,2,2,2,2,3,1,0,6,,,,,,,,,
10155,F,55技~59技,100,2,2,1,2,2,3,0,6,,,,,,,,,
10159,F,45技~49技,570,2,2,2,2,2,2,0,6,,,,,,,,,
10164,M,55技~59技,47,2,3,1,3,2,1,0,6,,,,,,,,,
10167,F,45技~49技,100,3,3,3,1,1,1,0,6,,,,,,,,,
10168,F,50技~54技,100,2,2,2,3,1,2,0,6,,,,,,,,,
10169,M,60技捞惑,85,2,2,3,2,1,2,0,6,,,,,,,,,
10190,F,45技~49技,13,2,2,2,2,2,2,0,6,,,,,,,,,
10196,F,30技~34技,500,2,1,3,2,2,2,0,6,,,,,,,,,
10203,F,30技~34技,100,2,2,2,2,2,2,0,6,,,,,,,,,
10239,F,50技~54技,100,3,2,1,2,3,1,0,6,,,,,,,,,
10242,F,50技~54技,100,2,3,2,1,3,1,0,6,,,,,,,,,
10244,F,30技~34技,100,1,1,2,2,3,3,0,6,,,,,,,,,
