"","V1","V2","V3"
"08554","A020302","A010401","A010408"
"08555","A040224","B210802","A020302"
"08556","A010601","A010101","A010902"
"08557","A010402","A010401","A010404"
"08558","A010613","A060201","A010302"
"08559","C170701","C010206","C070101"
"08560","A010654","A010629","A050501"
"08561","A020605","A040229","A060167"
"08562","A010302","A010601","C070101"
"08563","A030114","A010613","A020305"
"08564","A010302","A011004","A010101"
"08565","A020303","A010631","A020302"
"08566","B210802","B100305","B210107"
"08567","A030109","A030110","A010403"
"08568","A030103","A010401","A040220"
"08569","A010302","A010646","A011004"
"08570","A030101","A060114","A030109"
"08571","C150405","C170206","C150401"
"08572","A010403","B100501","A030110"
"08573","A010613","A010403","A030114"
"08574","C170206","A010601","C030401"
"08575","B100305","B160201","B890102"
"08576","B200801","B210802","B270301"
"08577","B160201","B100502","B430101"
"08578","B900102","B340102","B200602"
"08579","A010613","A010903","A010602"
"08580","A010902","A011004","A010602"
"08581","B100101","B100305","B150101"
"08582","C030901","C070101","C090101"
"08583","C110602","C010206","C170206"
"08584","A010602","A010302","A010401"
"08585","A010402","B050502","A010646"
"08586","B210802","B100504","B210107"
"08587","B050503","B100504","B010205"
"08588","C170206","C160203","C170701"
"08589","A010302","A030102","C170701"
"08590","A040224","A030106","B100305"
"08591","B100305","B100502","A090201"
"08592","B100303","B210802","B100306"
"08593","B160101","B160201","B150104"
"08594","B740501","B100703","B100504"
"08595","C120201","C130302","C110203"
"08596","A010604","A040224","A011003"
"08597","B140103","B140101","B100504"
"08598","B210802","B740101","B100305"
"08599","A010302","A010401","A010402"
"08600","B080601","B100504","B430101"
"08601","B100305","B010108","B100504"
"08602","A090201","A011004","A010403"
"08603","A020302","A010646","A030102"
"08604","B140103","B110401","B110406"
"08605","A010401","A010302","A010402"
"08606","A010613","A010607","A010302"
"08607","C120601","C120101","C120201"
"08608","C070101","C030401","C110101"
"08609","A020303","A040222","A040224"
"08610","C070101","C110304","C170206"
"08611","A010302","A010401","A011004"
"08612","A010602","A030109","B100301"
"08613","A010403","A010402","A010401"
"08614","C120201","C170701","C170206"
"08615","B100502","B100305","B140103"
"08616","A090201","A010302","A030113"
"08617","B210802","B140203","B080203"
"08618","A020303","A040222","A040220"
"08619","C070203","C070101","C080201"
"08620","B210802","B430101","B010106"
"08621","B210802","B100502","B140103"
"08622","B100305","B050102","B430101"
"08623","B100301","A010602","A010626"
"08624","A010403","A010401","A010402"
"08625","A040224","A020302","C110203"
"08626","A011004","A010902","A011003"
"08627","A010401","A010606","A010608"
"08628","A010404","A010402","A010401"
"08629","A030114","A030101","A010647"
"08630","C120501","C120601","C120201"
"08631","A020209","A020302","A010631"
"08632","B100502","B160202","B100306"
"08633","C120201","C120601","C120101"
"08634","B120201","B040101","B190701"
"08635","B100305","B200801","B430101"
"08636","A010644","A010646","A020303"
"08637","A010654","A010631","A040222"
"08638","C170206","C120201","C150405"
"08639","A010402","A010404","A010302"
"08640","A040902","A090201","A010302"
"08641","A020303","A020302","A020306"
"08642","B210802","B140102","B100305"
"08643","A060202","A010401","A050307"
"08644","A090201","A010103","A010402"
"08645","A010302","A010901","A010904"
"08646","A040222","A020302","A030101"
"08647","A030114","A020302","A030101"
"08648","B200801","B160201","B140103"
"08649","B210802","B210107","B100305"
"08650","C120201","C120101","C030401"
"08651","B260617","B370902","B670201"
"08652","B150102","B100305","B200602"
"08653","A020302","A040233","A011001"
"08654","C030202","C030401","C010206"
"08655","C120201","C120601","C120101"
"08656","A011004","A010101","B150601"
"08657","D040204","A060114","D040205"
"08658","A010401","A010302","A010402"
"08659","A010902","A011004","A010302"
"08660","C170206","A011004","C110203"
"08661","B140206","B150204","B100502"
"08662","B900102","B100305","B260902"
"08663","C120201","C170206","C120202"
"08664","B100305","B160201","B140103"
"08665","A010302","A010608","A010401"
"08666","A010403","A010501","A010201"
"08667","A010302","A010608","A010403"
"08668","A010653","A011001","A010608"
"08669","B200801","B100305","B210802"
"08670","B210802","B210107","B160201"
"08671","B100305","B210802","B100504"
"08672","B140103","B100301","B140202"
"08673","A010401","A030113","A011004"
"08674","B160201","B210802","B210107"
"08675","B900103","B340402","B160101"
"08676","A060202","A010641","A090102"
"08677","C170206","B260902","B140103"
"08678","A010402","A010401","A010710"
"08679","A010613","A010608","A010402"
"08680","B080601","B150402","B080404"
"08681","A010302","A010401","A010902"
"08682","A010403","A010302","A010401"
"08683","A010631","A010606","A080106"
"08684","B210107","B120402","B530401"
"08685","A010612","A010613","A011004"
"08686","B160201","B100305","B100303"
"08687","C120201","C120202","C070201"
"08688","A010302","A010631","A010403"
"08689","A010302","A010402","A010404"
"08690","A010302","A010608","A010404"
"08691","B100303","B100305","B210802"
"08692","A010302","A010402","A010902"
"08693","B210802","B100305","B260902"
"08694","A010302","A010403","A010902"
"08695","A010401","A010403","A010501"
"08696","C130302","C070202","C070101"
"08697","C150103","C070101","C120201"
"08698","B150601","B150404","A010654"
"08699","C110101","B210802","C170206"
"08700","A010603","A010301","A010101"
"08701","B150402","B210802","B140103"
"08702","B150402","B100303","B100301"
"08703","A010403","A090406","A010402"
"08704","C070401","C150405","C090108"
"08705","C120201","C130302","C030401"
"08706","A020302","A010646","A010613"
"08707","A011004","A010302","A010602"
"08708","A011001","A040224","A030113"
"08709","B160201","B140103","B210107"
"08710","C070104","C170206","C030901"
"08711","C070101","C170701","C170206"
"08712","A060202","A040217","A040229"
"08713","B160201","B210802","B100303"
"08714","A010403","A030102","A010644"
"08715","C030401","C070102","C030901"
"08716","A010401","B210802","A030110"
"08717","A030103","A010403","A010401"
"08718","A011001","A040215","A010613"
"08719","A010613","A040254","A010602"
"08720","B140103","B100305","B150104"
"08721","A040224","A010403","A011001"
"08722","A030109","A040222","A020302"
"08723","C070101","A040215","C010206"
"08724","A010602","C070101","A020302"
"08725","A010302","C070202","C070102"
"08726","A020302","A010601","A010401"
"08727","A020302","A010302","A010402"
"08728","A010803","A011003","A040224"
"08729","B150601","B150402","B100305"
"08730","A011003","A010302","A030109"
"08731","A010302","A010653","B100501"
"08732","B140103","B140102","B010102"
"08733","C110601","C090108","C110402"
"08734","A010401","A010207","A010302"
"08735","D050103","D040213","D020202"
"08736","A030102","A010626","A030101"
"08737","B160201","B050501","B080504"
"08738","A010302","A060114","A030102"
"08739","A010602","A010653","A010101"
"08740","A030114","A010608","A010302"
"08741","A020303","A010401","A020302"
"08742","A010403","A020302","A010101"
"08743","A010403","B100502","A040302"
"08744","A040224","A020302","A010653"
"08745","B210802","B210107","B080102"
"08746","B210802","B080102","B210107"
"08747","A030113","A040222","A040223"
"08748","B150204","B430101","B160202"
"08749","B100305","B430101","B200801"
"08750","B160201","B210802","B260902"
"08751","A040225","A090201","A040233"
"08752","A010631","A011004","A010201"
"08753","B100305","B200801","B140103"
"08754","A030114","A010654","A010403"
"08755","B160102","B080601","B740101"
"08756","B100305","B150401","B100301"
"08757","C170206","C030401","C120201"
"08758","A090201","A010644","A030103"
"08759","A010403","B210802","B050117"
"08760","A010401","A010613","A010302"
"08761","B200801","B100502","B740102"
"08762","C170701","C070203","C030901"
"08763","B160101","B140103","B160201"
"08764","A030109","A010705","A010401"
"08765","B200801","B470106","B200602"
"08766","A030114","B210802","A010613"
"08767","B080203","B140102","B140103"
"08768","A010654","A011004","C170206"
"08769","C070401","B100305","B100303"
"08770","D020303","D040109","D050103"
"08771","C170206","C150405","C150302"
"08772","A010631","A030114","B670403"
"08773","B100305","B140101","B300301"
"08774","B100504","B160201","B100502"
"08775","A010403","A010401","A010302"
"08776","A010710","A030114","A030101"
"08777","A010402","A010302","A010608"
"08778","B080203","B100504","B650204"
"08779","C170206","C070103","C070101"
"08780","C110401","C110602","C060503"
"08781","B160201","B100502","B100306"
"08782","B160201","B160101","B150204"
"08783","A010404","A010302","A010403"
"08784","B160201","B210802","B210107"
"08785","B100504","B100305","B210802"
"08786","A020302","A030101","A040222"
"08787","A011003","A010401","A010101"
"08788","B100504","A010654","B210802"
"08789","A010403","A010401","A010402"
"08790","A010404","A010302","A010402"
"08791","A010402","A010201","A060114"
"08792","B750401","B160101","B140103"
"08793","C110101","C120501","C120201"
"08794","B210107","B100305","B210802"
"08795","A011004","A010602","A010608"
"08796","A060166","A020302","A060203"
"08797","B200801","B100305","B210802"
"08798","A020305","A030110","A010644"
"08799","A010302","A010608","A010101"
"08800","A010613","A010401","A010403"
"08801","A010644","A080106","A010645"
"08802","B210802","B210107","B140103"
"08803","A010653","A010201","A010302"
"08804","B160201","B100305","B210802"
"08805","B210802","B210107","B160402"
"08806","A010403","A010402","A010613"
"08807","B370905","B140201","B140301"
"08808","B160201","B140103","B160101"
"08809","A010901","A010401","A040215"
"08810","B210802","B380801","B310301"
"08811","C070103","C030401","C170701"
"08812","A010902","A010404","A010302"
"08813","A020303","A010302","A030101"
"08814","A010602","A011003","A010403"
"08815","A010631","A020302","A010401"
"08816","A020302","B160101","B210802"
"08817","A010613","A090201","A011004"
"08818","A010302","B100305","A010403"
"08819","B200801","B100305","B100301"
"08820","B210802","B210107","C170206"
"08821","B100305","B100502","B200801"
"08822","A040233","A040229","A040231"
"08823","C070202","C070401","C110101"
"08824","C070101","C110304","C170206"
"08825","A060203","A040225","A030101"
"08826","C150405","C070101","C030401"
"08827","B210802","A020302","B080203"
"08828","A010635","A010612","A010401"
"08829","A011004","A010613","A020302"
"08830","A030109","A030110","A010403"
"08831","A010403","B100504","A010402"
"08832","B160201","B160101","B100305"
"08833","A010302","A010404","A010608"
"08834","B670402","B100306","B100305"
"08835","A010626","A010403","A010710"
"08836","A030101","A030102","A060114"
"08837","B100305","B100504","B100301"
"08838","C030401","C080301","C070101"
"08839","B100601","B150207","B160202"
"08840","C120201","C120601","B160202"
"08841","B100305","B210802","B160201"
"08842","A010404","A010608","A010302"
"08843","A010653","A010612","A040224"
"08844","A010201","A010501","A010404"
"08845","B210802","B140503","B100502"
"08846","A010302","A010613","A010603"
"08847","A010902","A010623","B150102"
"08848","C070202","C150405","C070203"
"08849","A030114","A010644","A010613"
"08850","A010402","A010404","A010401"
"08851","B210802","B140103","B100305"
"08852","C150405","C060406","C110301"
"08853","B100301","B100305","C120601"
"08854","A030102","A040602","A020302"
"08855","C120201","C120601","C120101"
"08856","A010401","A010403","A010607"
"08857","C170701","C080101","C030303"
"08858","A020302","B210802","A030101"
"08859","A010403","A010402","A010902"
"08860","B160201","B210802","B080203"
"08861","B080402","A040224","A010631"
"08862","C070101","C150405","C030901"
"08863","A010403","A030111","A010302"
"08864","C170206","C150405","C030401"
"08865","A010631","A010627","A040224"
"08866","B100305","B210802","A040224"
"08867","A010652","A010644","A010634"
"08868","A010631","A010401","A011001"
"08869","A020302","A010602","A010101"
"08870","A010627","B210802","A030103"
"08871","A010401","A010403","A010302"
"08872","B790210","B260902","B010202"
"08873","B200801","B140101","B140103"
"08874","A060114","A060166","A040401"
"08875","B100504","B100305","B670402"
"08876","C030401","C010206","C170206"
"08877","B210802","B200801","B140103"
"08878","C120101","C170206","C120601"
"08879","C150405","C110101","C030901"
"08880","B160201","B210802","B100502"
"08881","A020302","A010601","A010646"
"08882","A060202","B150104","A010613"
"08883","D050103","D040215","D040109"
"08884","C120201","A011001","A040222"
"08885","C170206","C070101","C090103"
"08886","C070101","C110203","C010206"
"08887","B100301","B110605","B650204"
"08888","A010401","A010902","A010302"
"08889","A020302","A010401","A010403"
"08890","B100504","B100401","B200801"
"08891","B150601","B100305","B160101"
"08892","A010403","A010401","A010302"
"08893","A040209","A050601","A010613"
"08894","B100502","B140101","B370905"
"08895","B160201","B100305","B160101"
"08896","C090103","C170701","C120101"
"08897","A030113","A090101","A010401"
"08898","B100504","B100305","B210802"
"08899","C150502","C150103","C110401"
"08900","C170206","C150401","C150405"
"08901","C120201","C150405","C070202"
"08902","A010403","A010201","A010402"
"08903","C070101","C120201","C090101"
"08904","B210802","B160301","A010603"
"08905","A010302","A010201","A010403"
"08906","C070401","C110301","C110101"
"08907","A090201","A020302","A040233"
"08908","A010403","A010201","A010302"
"08909","A010613","A090201","A010302"
"08910","A040224","A010403","A010401"
"08911","A010902","A011004","A010608"
"08912","A010901","A010902","A010602"
"08913","B080203","B210802","A040224"
"08914","A040217","A040222","A011004"
"08915","D010401","D060108","D010102"
"08916","B100502","B210802","B100504"
"08917","B100305","B380404","B140103"
"08918","A020302","A010801","A020101"
"08919","A080106","A010607","A010631"
"08920","A010401","B150402","B480301"
"08921","B160201","B160101","B140103"
"08922","A020302","B260902","A040215"
"08923","B080203","B210802","B150404"
"08924","A010601","A020302","A010101"
"08925","B160201","B100305","B140103"
"08926","A010403","A010402","A010404"
"08927","B900102","B370905","B370906"
"08928","A011004","A030110","A010401"
"08929","A010401","A010902","A011004"
"08930","B160201","B100305","B160101"
"08931","C170206","C070101","C070102"
"08932","A040224","A020302","C110101"
"08933","A010302","A010401","A010402"
"08934","A090201","A030103","A030114"
"08935","A040224","A010613","A010635"
"08936","B140103","B140203","B140202"
"08937","A050602","A050604","A030109"
"08938","A010302","A010402","A010401"
"08939","A060114","B140101","B140102"
"08940","A010644","A010402","A060114"
"08941","B160201","B100305","B160202"
"08942","A010653","C030901","C070101"
"08943","A010404","A010402","A010608"
"08944","C150405","A010627","C130803"
"08945","A011003","A060114","B080203"
"08946","B100502","B430101","B100101"
"08947","A010302","A040214","A010401"
"08948","A010607","A010626","A011001"
"08949","B900103","B900102","B340410"
"08950","A010613","A010631","A010603"
"08951","C070101","A010302","A010401"
"08952","A040224","C070101","C030901"
"08953","A060114","A030110","A050501"
"08954","C070102","C150405","C120201"
"08955","A010613","A011004","A010653"
"08956","A010402","A010644","A010302"
"08957","A010653","C170206","A040224"
"08958","C150405","C170701","C070101"
"08959","A010602","A010631","B210802"
"08960","A011003","A010613","A011004"
"08961","B100305","B900102","B340402"
"08962","B900103","B100301","B140103"
"08963","A040224","A020302","A050306"
"08964","A010644","A010401","A020302"
"08965","A010646","A010403","A060201"
"08966","A010710","A010402","A010403"
"08967","A020302","A030109","A040214"
"08968","A010653","A010644","A010603"
"08969","C120101","C030901","C030401"
"08970","A010644","A030103","A010646"
"08971","A010302","A010404","A010613"
"08972","A010402","A010404","A010710"
"08973","B140103","B100502","B150601"
"08974","B100502","B100306","B160201"
"08975","B140103","B200801","B670402"
"08976","A010635","A010902","A010302"
"08977","A020302","A050501","A050110"
"08978","A030102","A010644","A010401"
"08979","C070101","C070103","C170206"
"08980","A040233","A060166","A030113"
"08981","A090305","A011003","A020302"
"08982","B910204","B100305","B010106"
"08983","A011003","A011004","A010101"
"08984","A010901","A010302","A010401"
"08985","A020302","A010401","A010902"
"08986","B100305","B210802","B430101"
"08987","B140103","B100502","B200801"
"08988","B210802","A040223","C170206"
"08989","B100405","B100401","B530401"
"08990","A010302","A010401","A010103"
"08991","A010644","A040222","A010404"
"08992","C170701","C030401","C070201"
"08993","A040302","A060114","A020302"
"08994","A010627","A040223","A011003"
"08995","B371002","B370906","B370506"
"08996","A010613","A010644","A010645"
"08997","A010403","A010302","A010402"
"08998","A010901","B160301","A010402"
"08999","C070101","C070102","C070203"
"09000","A010653","A010404","A010608"
"09001","A011001","A011003","A010627"
"09002","A090201","A010302","A010402"
"09003","B100305","B050117","B380203"
"09004","B670402","B100502","B150401"
"09005","A010302","A010401","A020302"
"09006","B100504","B140103","B430101"
"09007","B100305","B080203","B100401"
"09008","A080106","A090201","A030114"
"09009","A010653","A010403","A010404"
"09010","A010607","A040224","A010201"
"09011","A010403","A010402","A010404"
"09012","A010302","A010403","A010404"
"09013","C120201","C110204","C150405"
"09014","B160201","B210802","B210107"
"09015","C170701","C070102","C120101"
"09016","A010902","A010302","A011004"
"09017","B100502","B210107","B210802"
"09018","B100504","B100305","B210802"
"09019","A010613","A010302","A020302"
"09020","C150103","C170701","C150405"
"09021","C070101","C030401","C120201"
"09022","A060166","A010627","A010644"
"09023","C010206","C010209","C030401"
"09024","A010644","A010602","B210802"
"09025","A010403","A010601","A010654"
"09026","C150405","C090101","C110101"
"09027","A010644","A010613","A010612"
"09028","A010403","B100502","B100301"
"09029","A090201","A010627","A010613"
"09030","A010403","B210802","B160102"
"09031","A020302","A050307","A010644"
"09032","C070101","C150405","C170701"
"09033","A030113","A020302","B100305"
"09034","A010631","A020208","D040213"
"09035","A010644","A020302","A030113"
"09036","A080103","A010103","A080106"
"09037","B100305","B210802","B100504"
"09038","B100305","B290301","B100303"
"09039","A030114","B080504","B150404"
"09040","C070101","C090108","C150103"
"09041","A030109","A010201","A010207"
"09042","C170701","C070101","C170631"
"09043","A010401","A010602","A010404"
"09044","A020302","A020303","A010803"
"09045","B080203","B010202","B200801"
"09046","B160201","B100502","B150204"
"09047","C070202","C070401","C120101"
"09048","A020302","A040222","A010403"
"09049","A010403","A010613","A010401"
"09050","C110401","C110101","C170206"
"09051","A040254","A010403","A040302"
"09052","A010627","A010653","A010612"
"09053","C170206","C150405","C080201"
"09054","A010602","A010604","A011003"
"09055","A010613","A010653","A010601"
"09056","A030114","A010403","A090201"
"09057","B900102","B200801","B100501"
"09058","A010401","A011004","B140103"
"09059","A010613","A010602","A011001"
"09060","C070101","C030401","C030902"
"09061","A030113","A010644","A060114"
"09062","A011003","A010710","A010404"
"09063","C030401","C030901","C120201"
"09064","B210802","B100502","B100501"
"09065","B530401","B100504","B100305"
"09066","B210802","B160101","B160201"
"09067","A010644","A011001","A040217"
"09068","C170206","C170701","C120101"
"09069","A030102","A030101","A011003"
"09070","A020303","A010901","A020105"
"09071","A010302","A010613","A010402"
"09072","B370902","B370906","B160101"
"09073","B150404","B210802","B100504"
"09074","A010602","A010401","A010624"
"09075","A010403","A010613","A030113"
"09076","A011003","B200801","A010601"
"09077","A020302","A011001","A010601"
"09078","A010631","A010623","A040222"
"09079","B100502","B140101","B100504"
"09080","B210802","B100305","A010619"
"09081","A040502","A010613","A040902"
"09082","B100502","B210802","B210107"
"09083","A020303","A030111","A040224"
"09084","C070101","C110101","C170206"
"09085","A090201","A010608","A011003"
"09086","A011003","A040222","C170206"
"09087","A010653","A010613","A040224"
"09088","B210802","A010902","A010653"
"09089","B100301","B100306","B140103"
"09090","A020302","A010302","A010613"
"09091","A010613","A011003","B260902"
"09092","C170701","A020302","A040222"
"09093","B240401","B200801","B740102"
"09094","A010647","A010902","A010602"
"09095","A011003","A020302","A011004"
"09096","A011003","A010644","A030109"
"09097","A040224","B210802","A090201"
"09098","C110501","A010613","A011001"
"09099","A010403","A020302","A010614"
"09100","C030601","C150405","C150403"
"09101","A010608","A010302","A010401"
"09102","C070101","C170206","C070202"
"09103","B260902","B140103","B160201"
"09104","D020101","D010401","D040106"
"09105","A010653","A010401","A010402"
"09106","B160201","B100305","B140103"
"09107","A010613","A040224","A030103"
"09108","C170206","C070401","C070203"
"09109","B160202","B150402","B140103"
"09110","A030101","A010612","A010403"
"09111","B210802","B200801","B740402"
"09112","B200801","B100504","B200602"
"09113","A011003","A040228","A011004"
"09114","B650202","B520903","B100301"
"09115","A010654","D040215","D040106"
"09116","A010403","A040224","A010302"
"09117","A010302","A010902","A010404"
"09118","B210802","B210107","B100504"
"09119","A030102","A011004","A010601"
"09120","B100305","B160201","B210802"
"09121","A040228","A040233","A040217"
"09122","A040224","A011001","A030114"
"09123","A010403","A040224","A010644"
"09124","C150103","C040601","C030401"
"09125","A040502","A010602","A010201"
"09126","B210802","B200801","B670201"
"09127","A030114","B210802","A011001"
"09128","A010401","A010403","A030101"
"09129","A010803","A010623","A010603"
"09130","C120201","C120101","C120601"
"09131","B100305","B140103","B140101"
"09132","A010401","A010403","A011004"
"09133","C030401","C170701","C110202"
"09134","A030113","A040225","A030101"
"09135","A010101","A010103","A010302"
"09136","A040222","A040214","C070201"
"09137","B100305","B050901","B530401"
"09138","A010401","A010201","A010302"
"09139","A020302","A010630","A030109"
"09140","A010302","A010902","A010401"
"09141","C170206","C030401","C110101"
"09142","A010401","A010613","A010402"
"09143","B100305","B200801","B140103"
"09144","B210802","B100502","B100305"
"09145","C170206","C030703","C070101"
"09146","B210802","B200801","B100305"
"09147","C150103","C110202","C170701"
"09148","A040224","A011004","A010401"
"09149","A010902","A010401","A010302"
"09150","A011001","A040224","A011004"
"09151","A030101","A040224","A040225"
"09152","B210802","B210107","B100305"
"09153","C070101","C030401","C010206"
"09154","A010403","A010654","A010601"
"09155","B210107","B430201","B150101"
"09156","A040215","A040224","C070101"
"09157","A020302","A010603","A010403"
"09158","A010613","A020302","A010401"
"09159","A010402","A010404","A010401"
"09160","A010103","A010404","A010608"
"09161","C170206","C070103","C060406"
"09162","C030703","C170701","C170206"
"09163","A010302","A010608","B260603"
"09164","A010803","A030114","A010631"
"09165","C030401","C060406","C070101"
"09166","A010635","A010403","A030114"
"09167","C130301","C120101","C130302"
"09168","B100305","B140103","B261004"
"09169","B290304","B160101","B200801"
"09170","C120201","C170206","C070101"
"09171","A010302","A010613","A010902"
"09172","A040224","A010644","A010654"
"09173","A010627","A020306","A030114"
"09174","B300402","B210802","B300301"
"09175","A040254","A020302","A010602"
"09176","B140101","B150601","B140103"
"09177","B210802","B100502","B010202"
"09178","B100305","B100504","B100503"
"09179","A010401","A010402","A010403"
"09180","A010403","A010613","A030101"
"09181","A020302","A060114","A010644"
"09182","A030114","A011001","A010644"
"09183","B160201","B430101","B140101"
"09184","A090201","A040224","A010403"
"09185","A020302","A040215","A010401"
"09186","A040222","A060166","A040228"
"09187","B100305","B140101","B150102"
"09188","B100306","A010613","B200801"
"09189","C170701","C110203","C130302"
"09190","B100305","A010613","A060114"
"09191","B210802","B200801","A030114"
"09192","A010903","A010403","B150102"
"09193","B100504","B160201","B430101"
"09194","B670402","B100305","B160201"
"09195","A010654","A040217","B140103"
"09196","C030901","C030206","C030303"
"09197","A010653","A020302","A010101"
"09198","C120201","C030401","C070102"
"09199","A040224","A010630","A010602"
"09200","B630402","A040224","B630304"
"09201","A010645","A020302","A010402"
"09202","B100502","B100305","B430101"
"09203","B080203","B100305","B370906"
"09204","B160201","B100305","B100504"
"09205","B260902","A010604","A010404"
"09206","A010654","A050305","A060114"
"09207","A040222","A020302","A010401"
"09208","B210802","B150204","B150207"
"09209","A010201","A010403","A010402"
"09210","B100501","B160201","A020302"
"09211","A030101","A090201","A030113"
"09212","B200801","B430101","B050101"
"09213","B210802","B260902","A090201"
"09214","A040224","A010654","A040215"
"09215","A040302","A050301","A010654"
"09216","B100305","B200801","B160201"
"09217","C120201","C150405","C070101"
"09218","A010103","A010602","B900103"
"09219","C120201","C120501","C170206"
"09220","A010403","A010903","A020302"
"09221","A011003","A010648","A010601"
"09222","A011004","A010302","A010401"
"09223","A040501","A020302","A040224"
"09224","D040106","D020202","D040210"
"09225","A020302","A010401","A010608"
"09226","A030113","A020302","A011004"
"09227","C110401","C070401","C130302"
"09228","A010403","A010401","A010402"
"09229","A010403","A010302","A010630"
"09230","C030401","C070102","C070201"
"09231","A090201","A010646","A010613"
"09232","A010613","A010602","A090602"
"09233","A030109","A010401","A010403"
"09234","A010404","A010403","A010402"
"09235","B430101","B740101","B210802"
"09236","A010403","A010302","A010631"
"09237","B740101","B140103","B430105"
"09238","A010613","A011001","A030114"
"09239","C170206","C120201","C010203"
"09240","A010626","A010653","A040224"
"09241","B140101","B100305","B140103"
"09242","A040214","A040254","A010601"
"09243","A020306","A030102","A050306"
"09244","C170206","C070101","C170631"
"09245","A030113","A010613","A030101"
"09246","A010401","A011003","A010601"
"09247","A011001","A040224","A010401"
"09248","B100305","B200801","C070101"
"09249","B080203","B150402","B210802"
"09250","B100301","B100305","B670402"
"09251","B210802","B100305","B210107"
"09252","B210802","B100306","B210107"
"09253","A040225","A010654","A010613"
"09254","B210802","B100305","B210107"
"09255","A010654","A010647","A010613"
"09256","B210802","B100501","B200801"
"09257","A020302","A030109","A010613"
"09258","A060203","A060172","A060166"
"09259","A040217","A040229","A040220"
"09260","C120101","C120601","B370905"
"09261","A010602","A010401","A010644"
"09262","B100305","B100504","B150601"
"09263","B200801","B100305","B200602"
"09264","A010902","A010623","A050312"
"09265","A010402","A010404","A010608"
"09266","B430101","B100301","B100306"
"09267","A010302","C070101","C070102"
"09268","B210802","C130803","C120202"
"09269","A010302","A010401","A010608"
"09270","A010403","A070608","A010201"
"09271","C030401","C170701","C030901"
"09272","C110401","B150404","B150601"
"09273","A010401","A010403","A010501"
"09274","A030109","A010644","A010401"
"09275","A010403","A010404","A040224"
"09276","A010201","A010403","A010613"
"09277","A040224","A030101","A010631"
"09278","B210802","B210107","B100502"
"09279","D040106","D020503","D050103"
"09280","A080120","A040215","A080103"
"09281","C170503","B100305","C070101"
"09282","B210802","B100502","B670201"
"09283","C070101","C150302","C150405"
"09284","A010602","A010644","A010603"
"09285","B160101","B150601","B210802"
"09286","B100502","B100305","B200801"
"09287","A030109","A010601","A040302"
"09288","B100104","B160201","B100305"
"09289","B210802","B100305","B160201"
"09290","C170206","A060166","C030401"
"09291","C120101","C150103","C130703"
"09292","D020503","A020303","A020302"
"09293","C070102","C070402","C060504"
"09294","B100305","B100502","B050117"
"09295","B210802","B080601","B100305"
"09296","A090201","A011004","A010604"
"09297","A011003","A010602","A010612"
"09298","B160201","B140103","B100305"
"09299","A011004","A010302","A010902"
"09300","A010901","A010902","A010302"
"09301","A010403","A010302","A090201"
"09302","A030102","A030109","A040233"
"09303","B100502","B080203","B210802"
"09304","A040503","A010608","A010601"
"09305","B100305","B430101","B100502"
"09306","A010404","A010302","A010401"
"09307","A030114","A040224","A090201"
"09308","A020302","A020303","A010710"
"09309","C070101","C030401","C070401"
"09310","B210802","B160201","B160101"
"09311","C110204","C120101","C150103"
"09312","A010403","A020302","A030103"
"09313","A040229","A040217","A011003"
"09314","A010401","A010613","A011004"
"09315","A030102","A060114","A011001"
"09316","B150601","B670201","B140101"
"09317","B210802","B210107","B100504"
"09318","A010302","A010403","A010101"
"09319","A030103","A090201","A011001"
"09320","C150103","C170206","C130703"
"09321","A040220","A030102","B100502"
"09322","C030703","C030401","C030707"
"09323","C070101","C060401","C150101"
"09324","B210802","B100104","B141304"
"09325","A040502","A090101","A060166"
"09326","A010403","A010402","A010401"
"09327","A030109","A030101","A010613"
"09328","B140101","B140103","B100305"
"09329","A010302","A020302","A010402"
"09330","A010403","C120201","A010623"
"09331","B150402","B200801","B150601"
"09332","C170206","C170701","C080101"
"09333","C170206","C110201","C040308"
"09334","A010402","A010403","A010401"
"09335","B200801","B210802","B370906"
"09336","A011003","A010401","A010302"
"09337","B100502","B100305","A010653"
"09338","A010403","A010302","A011003"
"09339","A040225","C170206","A020206"
"09340","A010403","A010302","A010613"
"09341","A010402","A010201","A010613"
"09342","A010403","A090201","A010647"
"09343","A020302","A040225","A040222"
"09344","B160101","B210802","B210107"
"09345","A030114","A090201","A010626"
"09346","B210802","B140103","B100502"
"09347","A020302","A020208","A040302"
"09348","A030101","A040214","A010626"
"09349","B080307","B100501","B140103"
"09350","B140103","B160201","B160101"
"09351","A010403","A010302","A010401"
"09352","B210802","B100305","B140103"
"09353","A010201","A020302","A010606"
"09354","B210802","B670402","B100305"
"09355","B140103","B260902","A010613"
"09356","C120101","C120601","C120201"
"09357","C170206","A020302","A010403"
"09358","A020302","B210802","B460501"
"09359","A011004","A010302","A010602"
"09360","B210802","B560302","B100501"
"09361","A020302","A030113","A030109"
"09362","A010403","A090201","A010613"
"09363","A010603","A030103","A010403"
"09364","B100303","B160201","C120201"
"09365","C120201","C120601","C120101"
"09366","B160201","B100504","B100305"
"09367","A010404","A010403","A010302"
"09368","A010302","A010404","A010608"
"09369","A010401","A010101","A010402"
"09370","C170206","C110401","C120601"
"09371","B100502","B100305","B150102"
"09372","B100305","B200801","B200602"
"09373","B371002","A010644","A020302"
"09374","A010710","A010302","A010403"
"09375","B290301","A011001","B100305"
